artist_full_name,cultivar_name,fruit_common_name,fruit_origin_country,fruit_origin_polity,fruit_scientific_name,fruit_variety,image_created_year,image_url,is_originpolity_largest_producer,is_usda_recognized_plant_family,pomological_Id
Newton Amanda Almira,citrus,oranges,United States, Florida,citrus sinensis,Pineapple,1913.0,POM00006324,False,True,POM00006324
Lower Elsie E.,citrus,oranges,United States, Florida,citrus sinensis,Pineapple,1911.0,POM00006749,False,True,POM00006749
Krieger L.C.C. (Louis Charles Christopher),citrus,oranges,,,citrus sinensis,Pineapple Orange,1936.0,POM00000298,False,True,POM00000298
Strange M.,,persimmons,United States, Florida,diospyros,Ormiston,1914.0,POM00001084,False,True,POM00001084
Newton Amanda Almira,,persimmons,United States, Florida,diospyros,Ormond,1912.0,POM00001085,False,True,POM00001085
Passmore Deborah Griscom,,persimmons,United States, Indiana,diospyros,Ruby,1905.0,POM00001086,False,True,POM00001086
Heiges Bertha,,persimmons,United States, Virginia,diospyros,Saxe,1901.0,POM00001087,False,True,POM00001087
Steadman Royal Charles,,persimmons,United States, California,diospyros,Shakumi,1925.0,POM00001088,False,True,POM00001088
Heiges Bertha,,persimmons,United States, North Carolina,diospyros,Shimo Maru,1901.0,POM00001089,False,True,POM00001089
Lower Elsie E.,,persimmons,United States, Alabama,diospyros,Taber 23,1910.0,POM00001090,False,True,POM00001090
Shull James Marion,,persimmons,United States, Virginia,diospyros,Tamopan,1923.0,POM00003835,False,True,POM00003835
Steadman Royal Charles,,persimmons,United States, California,diospyros,Tamopan,1916.0,POM00001091,False,True,POM00001091
Newton Amanda Almira,,persimmons,United States, Florida,diospyros,Tamopan,1910.0,POM00001138,False,True,POM00001138
,,persimmons,United States,Florida,diospyros,Tane Nashi,1887.0,POM00003799,False,True,POM00003799
Prestele William Henry,,persimmons,United States, Florida,diospyros,Tane Nashi,1888.0,POM00003800,False,True,POM00003800
Schutt Ellen Isham,,persimmons,United States, Florida,diospyros,Tane Nashi,1913.0,POM00001073,False,True,POM00001073
Passmore Deborah Griscom,,persimmons,United States, Florida,diospyros,Tane Nashi,1906.0,POM00001139,False,True,POM00001139
Steadman Royal Charles,,persimmons,United States, Georgia,diospyros,Tane Nashi,1924.0,POM00001140,False,True,POM00001140
Schutt Ellen Isham,,persimmons,United States, California,diospyros,Tane Nashi,1906.0,POM00001141,False,True,POM00001141
Strange M.,,persimmons,United States, Florida,diospyros,Tane Nashi (Shibu),1914.0,POM00001142,False,True,POM00001142
Newton Amanda Almira,,persimmons,United States, Virginia,diospyros,Tein Shinn,1916.0,POM00001143,False,True,POM00001143
Passmore Deborah Griscom,,persimmons,United States, Texas,diospyros,Togo,1910.0,POM00003836,False,True,POM00003836
Schutt Ellen Isham,,persimmons,United States, Florida,diospyros,Triumph,1913.0,POM00001144,False,True,POM00001144
Heiges Bertha,citrus,grapefruits,United States, Florida,citrus paradisi,Standard,1902.0,POM00001103,False,False,POM00001103
Passmore Deborah Griscom,citrus,grapefruits,United States, Florida,citrus paradisi,Thornton No. 2,1906.0,POM00006617,False,False,POM00006617
Newton Amanda Almira,citrus,grapefruits,Cuba, Ciudad de la Habana,citrus paradisi,Towus,1908.0,POM00001104,False,False,POM00001104
Heiges Bertha,citrus,grapefruits,United States, California,citrus paradisi,Triumph,1897.0,POM00001105,False,False,POM00001105
Arnold Mary Daisy,citrus,grapefruits,West Indies,,citrus paradisi,Walters,1915.0,POM00001106,False,False,POM00001106
Arnold Mary Daisy,citrus,grapefruits,West Indies,,citrus paradisi,Walters,1915.0,POM00001107,False,False,POM00001107
Schutt Ellen Isham,citrus,grapefruits,United States, California,citrus paradisi,White Sweet,1911.0,POM00001108,False,False,POM00001108
Steadman Royal Charles,citrus,mandarins,,,citrus reticulata,,1923.0,POM00000333,False,True,POM00000333
Shull James Marion,citrus,tangerines,,,citrus reticulata,,1926.0,POM00006596,False,True,POM00006596
Shull James Marion,citrus,tangerines,,,citrus reticulata,,1926.0,POM00006597,False,True,POM00006597
Shull James Marion,citrus,tangerines,United States, Florida,citrus reticulata,,1928.0,POM00006598,False,True,POM00006598
Shull James Marion,citrus,tangerines,United States, Florida,citrus reticulata,,1928.0,POM00006736,False,True,POM00006736
Shull James Marion,citrus,tangerines,,,citrus reticulata,,1928.0,POM00006738,False,True,POM00006738
Shull James Marion,citrus,tangerines,United States, Florida,citrus reticulata,,1928.0,POM00005979,False,True,POM00005979
Steadman Royal Charles,citrus,tangerines,,,citrus reticulata,Dancy,1919.0,POM00006387,False,True,POM00006387
Steadman Royal Charles,citrus,tangerines,United States, California,citrus reticulata,Francis Heiney,1918.0,POM00006443,False,True,POM00006443
Steadman Royal Charles,citrus,tangerines,United States, Florida,citrus reticulata,Manurco,1926.0,POM00006444,False,True,POM00006444
Shull James Marion,citrus,oranges,,,citrus sinensis,,1914.0,POM00000299,False,True,POM00000299
Shull James Marion,citrus,oranges,,,citrus sinensis,,1914.0,POM00000300,False,True,POM00000300
Krieger L.C.C. (Louis Charles Christopher),citrus,oranges,United States, D.C.,citrus sinensis,,1938.0,POM00000330,False,True,POM00000330
Heiges Bertha,apple,apples,United States, Missouri,malus domestica,Paynes Late Keeper,1902.0,POM00002899,False,True,POM00002899
Passmore Deborah Griscom,apple,apples,United States, Missouri,malus domestica,Paynes Late Keeper,1901.0,POM00002900,False,True,POM00002900
Heiges Bertha,apple,apples,United States, Maryland,malus domestica,Pear Apple,1902.0,POM00002902,False,True,POM00002902
Arnold Mary Daisy,apple,apples,United States, Indiana,malus domestica,Pearl,1914.0,POM00002903,False,True,POM00002903
Passmore Deborah Griscom,apple,apples,United States, Tennessee,malus domestica,Pearle,1908.0,POM00002904,False,True,POM00002904
Passmore Deborah Griscom,apple,apples,United States, Tennessee,malus domestica,Pearle,1908.0,POM00002905,False,True,POM00002905
Shull James Marion,apple,apples,,,malus domestica,Pearmain,1920.0,POM00003755,False,True,POM00003755
Passmore Deborah Griscom,apple,apples,United States, Wisconsin,malus domestica,Pearsons Pippin,1900.0,POM00002906,False,True,POM00002906
Arnold Mary Daisy,apple,apples,,,malus domestica,Peasgood Nonesuch,,POM00004276,False,True,POM00004276
Newton Amanda Almira,apple,apples,United States, Montana,malus domestica,Peasgood Nonesuch,1907.0,POM00002403,False,True,POM00002403
Passmore Deborah Griscom,apple,apples,United States, Illinois,malus domestica,Peasgood Nonesuch,1909.0,POM00002908,False,True,POM00002908
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Peasgood Nonesuch,1926.0,POM00002909,False,True,POM00002909
Newton Amanda Almira,apple,apples,United States, New Jersey,malus domestica,Peck,1913.0,POM00002910,False,True,POM00002910
Arnold Mary Daisy,apple,apples,United States, Virginia,malus domestica,Peck,1925.0,POM00002911,False,True,POM00002911
Arnold Mary Daisy,apple,apples,United States, New Jersey,malus domestica,Peck,1913.0,POM00002913,False,True,POM00002913
Newton Amanda Almira,apple,apples,United States, Virginia,malus domestica,Peck Pleasant,1906.0,POM00002914,False,True,POM00002914
Steadman Royal Charles,apple,apples,United States, Missouri,malus domestica,Peck Pleasant,1918.0,POM00002916,False,True,POM00002916
Passmore Deborah Griscom,apple,apples,United States, Ohio,malus domestica,Pecks,,POM00002915,False,True,POM00002915
Arnold Mary Daisy,apple,apples,United States, Maryland,malus domestica,Pedro,,POM00004277,True,True,POM00004277
Arnold Mary Daisy,apple,apples,Canada, Ontario,malus domestica,Pedro,1930.0,POM00002912,False,True,POM00002912
Schutt Ellen Isham,apple,apples,United States, Maryland,malus domestica,Brooke Blushed,1909.0,POM00001717,True,True,POM00001717
Schutt Ellen Isham,apple,apples,United States, Maryland,malus domestica,Brooke Striped,1906.0,POM00001718,False,True,POM00001718
Passmore Deborah Griscom,apple,apples,United States, Texas,malus domestica,Brooks,1898.0,POM00001400,False,True,POM00001400
Passmore Deborah Griscom,apple,apples,United States, Virginia,malus domestica,Buckingham,1895.0,POM00001720,False,True,POM00001720
Newton Amanda Almira,apple,apples,United States, Virginia,malus domestica,Buckskin,1913.0,POM00001721,False,True,POM00001721
Lower Elsie E.,apple,apples,United States, Iowa,malus domestica,Buckskin,1907.0,POM00001722,False,True,POM00001722
Passmore Deborah Griscom,apple,apples,United States, North Carolina,malus domestica,Buff,1900.0,POM00001656,False,True,POM00001656
Schutt Ellen Isham,apple,apples,United States, South Carolina,malus domestica,Buff,1905.0,POM00001658,False,True,POM00001658
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Bughorn,1924.0,POM00001659,False,True,POM00001659
Passmore Deborah Griscom,apple,apples,United States, Idaho,malus domestica,Bullock,1898.0,POM00001661,False,True,POM00001661
Heiges Bertha,apple,apples,United States, North Carolina,malus domestica,Bullock,1902.0,POM00001662,False,True,POM00001662
Newton Amanda Almira,apple,apples,United States, Michigan,malus domestica,Buncombe,1905.0,POM00001663,False,True,POM00001663
Arnold Mary Daisy,apple,apples,United States, Virginia,malus domestica,Buncombe,1912.0,POM00001664,False,True,POM00001664
Schutt Ellen Isham,apple,apples,United States, Colorado,malus domestica,Buncombe,1905.0,POM00001665,False,True,POM00001665
Lower Elsie E.,apple,apples,United States, North Carolina,malus domestica,Buncombe,1910.0,POM00001666,False,True,POM00001666
Heiges Bertha,apple,apples,United States, Missouri,malus domestica,Burke,1902.0,POM00001391,False,True,POM00001391
Schutt Ellen Isham,apple,apples,United States, Missouri,malus domestica,Burke,1904.0,POM00001667,False,True,POM00001667
Van Deman Henry G.,apple,apples,United States, Iowa,malus domestica,Burlington,1886.0,POM00000036,False,True,POM00000036
Heiges Bertha,apple,apples,United States, Tennessee,malus domestica,Burrow,1899.0,POM00001392,False,True,POM00001392
Newton Amanda Almira,apple,apples,United States, Minnesota,malus domestica,Burt,1905.0,POM00001393,False,True,POM00001393
Shull James Marion,tropical fruit,pineapples,Cuba,,ananas comosus,Pineapple,1919.0,POM00007373,False,True,POM00007373
Shull James Marion,tropical fruit,pineapples,Cuba,,ananas comosus,Pineapple,1919.0,POM00007374,False,True,POM00007374
Passmore Deborah Griscom,,cherimoyas,United States, California,annona cherimola,,1902.0,POM00007375,False,True,POM00007375
Passmore Deborah Griscom,,cherimoyas,United States, Florida,annona cherimola,,,POM00007379,False,True,POM00007379
Passmore Deborah Griscom,,cherimoyas,United States, Florida,annona cherimola,,1899.0,POM00007380,False,True,POM00007380
Lower Elsie E.,,cherimoyas,United States, California,annona cherimola,Golden Russet,1910.0,POM00007376,False,True,POM00007376
Lower Elsie E.,,cherimoyas,United States, California,annona cherimola,Golden Russet,1910.0,POM00007377,False,True,POM00007377
Steadman Royal Charles,,cherimoyas,United States, California,annona cherimola,Golden Russet,1919.0,POM00007378,False,True,POM00007378
Steadman Royal Charles,,cherimoyas,United States, California,annona cherimola,Golden Russet,1919.0,POM00007424,False,True,POM00007424
Schutt Ellen Isham,apple,custard apple,United States, Florida,annona reticulata,,1907.0,POM00007381,False,True,POM00007381
Schutt Ellen Isham,apple,custard apple,,,annona reticulata,,1911.0,POM00007382,False,True,POM00007382
Schutt Ellen Isham,apple,custard apple,,,annona reticulata,,1911.0,POM00007383,False,True,POM00007383
Newton Amanda Almira,apple,custard apple,United States, Florida,annona reticulata,,1907.0,POM00007384,False,True,POM00007384
Newton Amanda Almira,apple,custard apple,United States, Florida,annona reticulata,,1907.0,POM00007385,False,True,POM00007385
Schutt Ellen Isham,apple,custard apple,United States, Florida,annona reticulata,,1907.0,POM00007386,False,True,POM00007386
Passmore Deborah Griscom,apple,sweetsops,United States, California,annona squamosa,Anona No. 5,1910.0,POM00007388,False,True,POM00007388
Lower Elsie E.,apple,sweetsops,United States, California,annona squamosa,No. 3,1910.0,POM00007387,False,True,POM00007387
Passmore Deborah Griscom,apple,sweetsops,United States, Florida,annona squamosa,Sweet Sop,1892.0,POM00007389,False,True,POM00007389
Newton Amanda Almira,nuts,peanuts,United States, Ohio,arachis,,1909.0,POM00007390,False,True,POM00007390
Steadman Royal Charles,,pawpaws (Eastern USA),United States, Maryland,asimina triloba,,1924.0,POM00000862,False,True,POM00000862
Shull James Marion,citrus,grapefruits,,,citrus paradisi,,1919.0,POM00000302,False,False,POM00000302
,citrus,grapefruits,,,citrus paradisi,,,POM00000331,False,False,POM00000331
Newton Amanda Almira,citrus,grapefruits,United States, Florida,citrus paradisi,,1920.0,POM00000334,False,False,POM00000334
Newton Amanda Almira,citrus,grapefruits,United States,Florida,citrus paradisi,,1919.0,POM00000335,False,False,POM00000335
Newton Amanda Almira,citrus,grapefruits,United States,Florida,citrus paradisi,,1919.0,POM00000336,False,False,POM00000336
Shull James Marion,citrus,grapefruits,United States, Florida,citrus paradisi,,1911.0,POM00000338,False,False,POM00000338
Shull James Marion,citrus,grapefruits,,,citrus paradisi,,1919.0,POM00006515,False,False,POM00006515
Shull James Marion,citrus,grapefruits,United States, Florida,citrus paradisi,,1912.0,POM00006516,False,False,POM00006516
Arnold Mary Daisy,citrus,grapefruits,,,citrus paradisi,,,POM00006517,False,False,POM00006517
Shull James Marion,citrus,grapefruits,,,citrus paradisi,,1917.0,POM00006543,False,False,POM00006543
Shull James Marion,citrus,grapefruits,United States, Texas,citrus paradisi,,1913.0,POM00006544,False,False,POM00006544
Shull James Marion,citrus,grapefruits,United States, Texas,citrus paradisi,,1914.0,POM00006545,False,False,POM00006545
Shull James Marion,citrus,grapefruits,United States, Alabama,citrus paradisi,,1916.0,POM00006546,False,False,POM00006546
Shull James Marion,citrus,grapefruits,,,citrus paradisi,,1916.0,POM00006547,False,False,POM00006547
Shull James Marion,citrus,grapefruits,United States, Florida,citrus paradisi,,1911.0,POM00006548,False,False,POM00006548
Passmore Deborah Griscom,citrus,grapefruits,United States, California,citrus paradisi,,1910.0,POM00006549,False,False,POM00006549
,citrus,grapefruits,United States, Florida,citrus paradisi,,1928.0,POM00006550,False,False,POM00006550
Shull James Marion,citrus,grapefruits,United States, Florida,citrus paradisi,,1923.0,POM00006551,False,False,POM00006551
Passmore Deborah Griscom,citrus,grapefruits,United States, California,citrus paradisi,,1909.0,POM00006554,False,False,POM00006554
Schutt Ellen Isham,citrus,grapefruits,United States, California,citrus paradisi,,1909.0,POM00006555,False,False,POM00006555
Passmore Deborah Griscom,apple,apples,Canada, Ontario,malus domestica,Barcelona Pearmain,1904.0,POM00001195,False,True,POM00001195
Arnold Mary Daisy,apple,apples,United States, Virginia,malus domestica,Barcroft,1928.0,POM00001197,False,True,POM00001197
Heiges Bertha,apple,apples,United States, Pennsylvania,malus domestica,Barcroft,1896.0,POM00001198,False,True,POM00001198
Arnold Mary Daisy,apple,apples,United States, Maryland,malus domestica,Barda,1939.0,POM00001199,False,True,POM00001199
Passmore Deborah Griscom,apple,apples,United States, Michigan,malus domestica,Barndoor,1899.0,POM00001200,False,True,POM00001200
Passmore Deborah Griscom,apple,apples,United States, Indiana,malus domestica,Barnes Best,1903.0,POM00002647,False,True,POM00002647
Heiges Bertha,apple,apples,United States, North Carolina,malus domestica,Barnsley,1899.0,POM00001201,False,True,POM00001201
Arnold Mary Daisy,apple,apples,United States, New York,malus domestica,Barringer,1915.0,POM00001202,False,True,POM00001202
Passmore Deborah Griscom,apple,apples,Canada, Ontario,malus domestica,Barry,1901.0,POM00001203,False,True,POM00001203
Schutt Ellen Isham,apple,apples,United States, Illinois,malus domestica,Bartons Favorite,1911.0,POM00001204,False,True,POM00001204
Passmore Deborah Griscom,apple,apples,United States, Michigan,malus domestica,Barty (Sweet),1895.0,POM00001561,False,True,POM00001561
Passmore Deborah Griscom,apple,apples,United States, Vermont,malus domestica,Bashaw,1901.0,POM00001205,False,True,POM00001205
Heiges Bertha,apple,apples,United States, Kansas,malus domestica,Bassett Best,1903.0,POM00001207,False,True,POM00001207
Passmore Deborah Griscom,apple,apples,United States, Virginia,malus domestica,Battyam,1908.0,POM00001208,False,True,POM00001208
Passmore Deborah Griscom,apple,apples,United States, Montana,malus domestica,Baumans Red Winter Reinett,1907.0,POM00001209,False,True,POM00001209
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Baxter,1928.0,POM00001210,False,True,POM00001210
Heiges Bertha,apple,apples,Canada, Ontario,malus domestica,Baxter,1905.0,POM00001211,False,True,POM00001211
Schutt Ellen Isham,apple,apples,United States, Pennsylvania,malus domestica,Baxter,1911.0,POM00001212,False,True,POM00001212
Arnold Mary Daisy,apple,apples,Canada, New Brunswick,malus domestica,Baxter,1916.0,POM00001213,False,True,POM00001213
Newton Amanda Almira,apple,apples,United States,Maine,malus domestica,Baxter,1921.0,POM00001314,False,True,POM00001314
Passmore Deborah Griscom,citrus,oranges,,,citrus sinensis,Washington Navel,1904.0,POM00006522,False,True,POM00006522
Schutt Ellen Isham,citrus,oranges,United States,California,citrus sinensis,Washington Navel,1912.0,POM00006524,False,True,POM00006524
Steadman Royal Charles,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1927.0,POM00006607,False,True,POM00006607
Steadman Royal Charles,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1927.0,POM00006609,False,True,POM00006609
Heiges Bertha,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1905.0,POM00006610,False,True,POM00006610
Schutt Ellen Isham,citrus,oranges,Costa Rica, Cartago,citrus sinensis,Washington Navel,1910.0,POM00006614,False,True,POM00006614
Schutt Ellen Isham,citrus,oranges,Costa Rica, Cartago,citrus sinensis,Washington Navel,1910.0,POM00006616,False,True,POM00006616
Steadman Royal Charles,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1927.0,POM00006618,False,True,POM00006618
Schutt Ellen Isham,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1913.0,POM00006619,False,True,POM00006619
Schutt Ellen Isham,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1913.0,POM00006620,False,True,POM00006620
Passmore Deborah Griscom,citrus,oranges,,,citrus sinensis,Washington Navel,1904.0,POM00006676,False,True,POM00006676
Passmore Deborah Griscom,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1909.0,POM00006737,False,True,POM00006737
Passmore Deborah Griscom,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1906.0,POM00006744,False,True,POM00006744
Newton Amanda Almira,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1905.0,POM00006751,False,True,POM00006751
Newton Amanda Almira,citrus,oranges,United States, New York,citrus sinensis,Washington Navel,1907.0,POM00006767,False,True,POM00006767
Passmore Deborah Griscom,citrus,oranges,United States, California,citrus sinensis,Washington Navel,1908.0,POM00005966,False,True,POM00005966
Schutt Ellen Isham,citrus,tangelos,United States, Florida,citrus tangelo,,1913.0,POM00000264,False,False,POM00000264
Krieger L.C.C. (Louis Charles Christopher),citrus,tangelos,,,citrus tangelo,,,POM00006719,False,False,POM00006719
Krieger L.C.C. (Louis Charles Christopher),citrus,tangelos,,,citrus tangelo,,,POM00006721,False,False,POM00006721
Krieger L.C.C. (Louis Charles Christopher),citrus,tangelos,,,citrus tangelo,,,POM00006722,False,False,POM00006722
Heiges Bertha,apple,apples,United States, Texas,malus domestica,Bledsoe,1904.0,POM00001629,False,True,POM00001629
Arnold Mary Daisy,apple,apples,United States, New York,malus domestica,Blenheim,1913.0,POM00001630,False,True,POM00001630
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Blenheim,1922.0,POM00001632,False,True,POM00001632
Arnold Mary Daisy,apple,apples,,,malus domestica,Blenheim Orange,1931.0,POM00001633,False,True,POM00001633
Heiges Bertha,apple,apples,Canada,Ontario,malus domestica,Blenheim Pippin,1901.0,POM00001631,False,True,POM00001631
Shull James Marion,apple,apples,United States, Illinois,malus domestica,Blk. Twig,1915.0,POM00003970,False,True,POM00003970
Passmore Deborah Griscom,apple,apples,United States, Maine,malus domestica,Bloom,1898.0,POM00001634,False,True,POM00001634
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Bloomfield,1925.0,POM00001635,False,True,POM00001635
Newton Amanda Almira,apple,apples,United States, Maryland,malus domestica,Bloomfield,1908.0,POM00001636,False,True,POM00001636
Passmore Deborah Griscom,apple,apples,United States, Maryland,malus domestica,Bloomfield,1895.0,POM00001637,False,True,POM00001637
Schutt Ellen Isham,apple,apples,United States, Virginia,malus domestica,Bloomless,1905.0,POM00001638,False,True,POM00001638
Passmore Deborah Griscom,apple,apples,United States, West Virginia,malus domestica,Bloomless,1906.0,POM00001639,False,True,POM00001639
Passmore Deborah Griscom,apple,apples,United States, North Carolina,malus domestica,Bloomless,1895.0,POM00001640,False,True,POM00001640
Passmore Deborah Griscom,apple,apples,United States, Virginia,malus domestica,Bloomless,1893.0,POM00001641,False,True,POM00001641
Passmore Deborah Griscom,apple,apples,United States, North Carolina,malus domestica,Bloomless,1895.0,POM00001642,False,True,POM00001642
Passmore Deborah Griscom,apple,apples,United States, Virginia,malus domestica,Bloomless Seedless,1903.0,POM00001643,False,True,POM00001643
Passmore Deborah Griscom,apple,apples,United States, Virginia,malus domestica,Bloomless Seedless,1907.0,POM00001652,False,True,POM00001652
Arnold Mary Daisy,apple,apples,United States, Washington,malus domestica,Blue Pearmain,1912.0,POM00001403,False,True,POM00001403
Arnold Mary Daisy,apple,apples,United States, New Hampshire,malus domestica,Blue Pearmain,1912.0,POM00001404,False,True,POM00001404
Steadman Royal Charles,apple,apples,United States, Maine,malus domestica,Blue Pearmain,1925.0,POM00001405,False,True,POM00001405
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Wells,1927.0,POM00003677,False,True,POM00003677
Passmore Deborah Griscom,apple,apples,United States, New York,malus domestica,Weltry,1894.0,POM00002367,False,True,POM00002367
Passmore Deborah Griscom,apple,apples,United States, Pennsylvania,malus domestica,Westbrook,1894.0,POM00001981,False,True,POM00001981
Newton Amanda Almira,apple,apples,United States, New York,malus domestica,Westchester,1913.0,POM00003678,False,True,POM00003678
Passmore Deborah Griscom,apple,apples,United States, New York,malus domestica,Western Beauty,1905.0,POM00003699,False,True,POM00003699
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Western Beauty,1928.0,POM00003700,False,True,POM00003700
Arnold Mary Daisy,apple,apples,United States, Virginia,malus domestica,Western Beauty,1924.0,POM00003701,False,True,POM00003701
Arnold Mary Daisy,apple,apples,United States, Virginia,malus domestica,Western Beauty,1924.0,POM00003702,False,True,POM00003702
Heiges Bertha,apple,apples,United States, Missouri,malus domestica,Western Star,1901.0,POM00003703,False,True,POM00003703
Passmore Deborah Griscom,apple,apples,United States, South Dakota,malus domestica,Westfield,1893.0,POM00003704,False,True,POM00003704
Lower Elsie E.,apple,apples,United States, New York,malus domestica,Westfield,1907.0,POM00003705,False,True,POM00003705
Passmore Deborah Griscom,apple,apples,Canada,,malus domestica,Wheaton,1901.0,POM00003706,False,True,POM00003706
Arnold Mary Daisy,apple,apples,United States, Missouri,malus domestica,Whetstone,1937.0,POM00003707,False,True,POM00003707
Passmore Deborah Griscom,apple,apples,United States, Ohio,malus domestica,Whinery,1896.0,POM00004118,False,True,POM00004118
Heiges Bertha,apple,apples,United States, Ohio,malus domestica,Whinery,1897.0,POM00004119,False,True,POM00004119
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Whinnery,1925.0,POM00004120,False,True,POM00004120
Passmore Deborah Griscom,apple,apples,United States, Pennsylvania,malus domestica,White Carver,1898.0,POM00001586,False,True,POM00001586
Schutt Ellen Isham,apple,apples,United States, Maryland,malus domestica,White Catline,1910.0,POM00000510,False,True,POM00000510
Passmore Deborah Griscom,apple,apples,United States, New York,malus domestica,White Doctor,1897.0,POM00004121,False,True,POM00004121
Passmore Deborah Griscom,apple,apples,United States, Pennsylvania,malus domestica,White Doctor,1901.0,POM00004122,False,True,POM00004122
Passmore Deborah Griscom,apple,apples,United States, New York,malus domestica,Coxs Orange Pippin,,POM00001845,False,True,POM00001845
Passmore Deborah Griscom,apple,apples,United States, Montana,malus domestica,Coxs Orange Pippin,1907.0,POM00001846,False,True,POM00001846
Passmore Deborah Griscom,apple,apples,United States, New York,malus domestica,Coxs Pomona,1901.0,POM00000671,False,True,POM00000671
Newton Amanda Almira,apple,apples,United States, New Hampshire,malus domestica,Cranberry Pippin,1908.0,POM00001460,False,True,POM00001460
Passmore Deborah Griscom,apple,apples,United States, New Hampshire,malus domestica,Cranberry Pippin,1908.0,POM00001847,False,True,POM00001847
Passmore Deborah Griscom,apple,apples,Canada, Ontario,malus domestica,Cranberry Pippin,1901.0,POM00001858,False,True,POM00001858
Van Deman Henry G.,apple,apples,United States, Arkansas,malus domestica,Crawford,1886.0,POM00000043,False,True,POM00000043
Heiges Bertha,apple,apples,United States, West Virginia,malus domestica,Crawford,1902.0,POM00001859,False,True,POM00001859
Heiges Bertha,apple,apples,United States, Pennsylvania,malus domestica,Creek,1897.0,POM00001860,False,True,POM00001860
Newton Amanda Almira,apple,apples,United States, Pennsylvania,malus domestica,Creek,1912.0,POM00001861,False,True,POM00001861
Steadman Royal Charles,apple,apples,United States, Delaware,malus domestica,Crimson Beauty,1930.0,POM00001862,False,True,POM00001862
Newton Amanda Almira,apple,apples,United States, Virginia,malus domestica,Crimson Beauty,1907.0,POM00002518,False,True,POM00002518
Newton Amanda Almira,apple,apples,Canada,Nova Scotia,malus domestica,Crimson Bramley,1921.0,POM00001863,False,True,POM00001863
Heiges Bertha,apple,apples,United States, Wisconsin,malus domestica,Crocker,1900.0,POM00001864,False,True,POM00001864
Heiges Bertha,apple,apples,United States, New Jersey,malus domestica,Crookstem,1897.0,POM00001865,False,True,POM00001865
Steadman Royal Charles,apple,apples,United States, Virginia,malus domestica,Cross,1924.0,POM00001866,False,True,POM00001866
